5 1001 3004 4003 5005 6008 7005 8008 9005 10006 11004 12003
6 1008 3001 4006 5010 6008 7005 8002 9003 10005 11006 12007
6 1015 3004 4003 5008 6008 7007 8004 9002 10002 11004 12009
6 1007 3002 4003 5009 6008 7009 8006 9005 10003 11005 12007
5 1001 3004 4003 5005 6008 7005 8008 9004 10006 11003 12003
6 1007 3005 4002 5006 6007 7009 8007 9006 10001 11005 12006
6 1007 3004 4002 5006 6008 7009 8007 9006 10002 11004 12007
6 1005 3005 4001 5008 6008 7007 8008 9003 10002 11005 12008
6 1015 3004 4003 5008 6008 7007 8005 9003 10002 11003 12009
6 1013 3005 4002 5007 6008 7008 8007 9003 10002 11005 12007
6 1005 3006 4001 5008 6008 7008 8008 9004 10003 11003 12008
5 1003 3009 4002 5001 6007 7005 8010 9007 10007 11001 12004
5 1010 3006 4003 5004 6008 7006 8010 9006 10006 11002 12004
5 1002 3002 4003 5010 6007 7008 8006 9007 10003 11002 12004
5 1012 3007 4002 5003 6007 7006 8009 9006 10006 11002 12004
6 1006 3005 4002 5006 6007 7008 8006 9008 10001 11003 12006
6 1007 3005 4002 5006 6007 7009 8006 9006 10002 11005 12006
5 1003 3009 4002 5001 6007 7005 8010 9007 10008 11001 12004
6 1015 3005 4003 5008 6008 7007 8005 9002 10002 11002 12009
6 1006 3005 4002 5006 6007 7008 8006 9008 10001 11002 12007
6 1013 3004 4002 5008 6008 7008 8008 9003 10002 11005 12008
5 1012 3007 4002 5003 6007 7006 8009 9006 10006 11002 12004
6 1015 3004 4003 5008 6008 7007 8005 9002 10002 11003 12009
5 1010 3006 4003 5004 6008 7006 8009 9006 10007 11002 12004
6 1008 3001 4006 5010 6008 7005 8002 9004 10005 11006 12008
6 1014 3002 4005 5010 6008 7007 8003 9003 10004 11006 12009
5 1011 3005 4002 5005 6008 7006 8010 9007 10005 11004 12002
6 1005 3004 4002 5009 6007 7007 8008 9003 10002 11005 12009
6 1008 3001 4006 5010 6008 7005 8002 9002 10004 11008 12007
6 1008 3001 4006 5010 6008 7004 8002 9003 10005 11007 12007
5 1001 3004 4003 5005 6008 7005 8008 9004 10006 11004 12003
6 1007 3003 4002 5007 6008 7009 8007 9006 10003 11005 12007
5 1001 3004 4003 5005 6008 7005 8008 9005 10006 11004 12003
5 1011 3004 4003 5006 6008 7006 8009 9007 10004 11005 12003
5 1003 3009 4002 5001 6006 7005 8010 9007 10008 11001 12004
5 1003 3009 4002 5001 6006 7005 8010 9007 10007 11001 12004
5 1003 3009 4002 5001 6007 7005 8010 9007 10007 11001 12004
6 1014 3002 4004 5010 6008 7007 8002 9003 10004 11005 12009
5 1011 3004 4002 5005 6008 7006 8009 9007 10005 11005 12002
5 1002 3003 4003 5009 6006 7008 8007 9008 10004 11003 12004
5 1001 3004 4003 5005 6008 7005 8009 9004 10006 11003 12003
5 1002 3003 4002 5009 6007 7007 8006 9007 10003 11001 12004
6 1014 3002 4004 5010 6008 7007 8002 9003 10005 11005 12009
5 1012 3007 4002 5003 6007 7006 8010 9007 10006 11002 12003
6 1005 3005 4001 5008 6008 7008 8008 9004 10003 11004 12008
5 1004 3009 4002 5003 6005 7006 8008 9008 10008 11006 12004
6 1014 3002 4004 5010 6008 7007 8002 9003 10004 11005 12009
5 1004 3008 4002 5003 6006 7006 8009 9008 10008 11005 12004
5 1003 3009 4002 5001 6007 7005 8010 9007 10007 11001 12004
6 1013 3007 4001 5005 6008 7007 8007 9003 10002 11005 12008
6 1015 3005 4003 5008 6008 7007 8005 9002 10002 11003 12010
5 1009 3009 4001 5002 6006 7006 8007 9008 10009 11006 12005
5 1012 3007 4002 5003 6006 7006 8010 9007 10006 11003 12003
5 1009 3009 4001 5002 6006 7006 8007 9008 10008 11005 12004
5 1009 3009 4001 5003 6008 7007 8007 9008 10008 11005 12004
5 1009 3006 4001 5004 6008 7007 8007 9008 10007 11003 12004
6 1014 3002 4005 5010 6008 7006 8003 9003 10004 11006 12009
6 1006 3004 4002 5007 6007 7008 8005 9008 10001 11002 12006
5 1010 3005 4003 5004 6008 7006 8010 9006 10006 11002 12003
6 1013 3004 4002 5008 6008 7008 8007 9002 10002 11005 12008
5 1010 3006 4003 5004 6008 7006 8010 9006 10007 11002 12004
5 1009 3005 4001 5006 6008 7008 8007 9006 10005 11004 12003
6 1008 3001 4006 5010 6008 7004 8002 9004 10004 11007 12007
6 1015 3003 4004 5009 6008 7007 8004 9002 10003 11005 12009
5 1002 3003 4002 5010 6007 7008 8006 9006 10004 11001 12005
6 1005 3004 4002 5009 6008 7007 8008 9003 10002 11005 12008
6 1014 3002 4004 5010 6008 7006 8002 9003 10004 11006 12009
5 1011 3004 4002 5005 6008 7006 8009 9007 10005 11004 12002
6 1006 3005 4002 5005 6006 7009 8007 9008 10001 11002 12007
6 1008 3001 4006 5010 6008 7004 8002 9003 10004 11008 12007
5 1012 3007 4002 5003 6007 7006 8009 9006 10006 11002 12004
5 1004 3008 4002 5003 6006 7006 8009 9007 10008 11006 12004
5 1012 3007 4002 5004 6007 7006 8009 9006 10006 11001 12004
5 1002 3002 4003 5009 6007 7008 8007 9008 10004 11003 12004
6 1007 3004 4002 5006 6008 7009 8006 9006 10002 11004 12007
6 1013 3006 4001 5006 6008 7008 8008 9003 10001 11005 12008
5 1010 3005 4003 5004 6008 7006 8009 9006 10006 11002 12004
5 1011 3003 4003 5006 6008 7006 8008 9007 10003 11005 12003
5 1004 3008 4002 5003 6006 7006 8009 9008 10008 11005 12004
5 1009 3005 4001 5006 6008 7007 8007 9007 10005 11003 12004
5 1010 3006 4003 5004 6008 7006 8009 9006 10007 11002 12004
6 1006 3004 4003 5007 6007 7008 8005 9008 10001 11002 12006
6 1006 3004 4002 5007 6007 7009 8005 9008 10001 11001 12007
6 1013 3005 4002 5007 6008 7007 8006 9003 10002 11005 12009
5 1002 3003 4003 5008 6005 7008 8008 9008 10004 11003 12004
5 1011 3003 4003 5006 6008 7006 8008 9007 10003 11005 12003
5 1001 3004 4003 5005 6008 7005 8008 9005 10006 11004 12003
5 1004 3009 4002 5002 6005 7006 8008 9007 10008 11006 12004
6 1005 3005 4001 5008 6008 7008 8008 9003 10002 11005 12008
5 1004 3009 4002 5002 6005 7006 8008 9008 10008 11006 12004
5 1012 3005 4005 5006 6006 7007 8004 9006 10004 11005 12003
5 1009 3006 4003 5007 6005 7004 8007 9005 10007 11008 12007
6 1013 3005 4006 5005 6005 7006 8005 9005 10005 11004 12006
6 1013 3005 4007 5005 6005 7005 8004 9005 10006 11004 12006
5 1011 3004 4005 5006 6005 7006 8004 9006 10007 11003 12005
5 1010 3004 4006 5005 6005 7005 8007 9006 10005 11003 12005
6 1007 3006 4006 5005 6005 7006 8004 9006 10004 11001 12008
5 1001 3006 4005 5004 6006 7003 8007 9004 10007 11006 12004
5 1009 3005 4005 5005 6005 7006 8006 9006 10007 11007 12005
5 1009 3005 4006 5005 6005 7007 8006 9007 10006 11007 12004
6 1006 3006 4005 5005 6007 7005 8006 9006 10007 11005 12003
6 1014 3004 4007 5006 6007 7006 8004 9005 10002 11003 12009
6 1013 3005 4007 5005 6005 7006 8005 9004 10005 11004 12006
6 1015 3005 4006 5005 6005 7006 8004 9006 10004 11001 12009
6 1007 3006 4005 5006 6004 7006 8004 9006 10006 11001 12007
5 1004 3007 4004 5007 6005 7004 8006 9005 10006 11007 12006
6 1014 3005 4007 5006 6006 7006 8003 9005 10003 11003 12009
6 1014 3004 4007 5006 6006 7006 8003 9004 10003 11002 12009
6 1008 3003 4006 5006 6004 7006 8004 9004 10003 11005 12009
6 1008 3003 4006 5005 6005 7007 8004 9005 10003 11004 12008
6 1006 3006 4005 5005 6007 7005 8006 9006 10007 11005 12003
5 1001 3006 4005 5004 6006 7004 8007 9004 10007 11006 12003
5 1002 3005 4005 5007 6004 7005 8007 9005 10004 11006 12004
5 1001 3006 4005 5004 6006 7003 8008 9004 10007 11005 12004
6 1005 3006 4004 5006 6003 7006 8004 9007 10006 11003 12005
5 1003 3006 4005 5005 6008 7004 8007 9004 10008 11007 12004
5 1010 3004 4005 5005 6005 7005 8006 9006 10006 11004 12005
6 1008 3003 4006 5006 6004 7006 8004 9004 10003 11004 12009
6 1005 3006 4004 5006 6004 7006 8003 9007 10006 11002 12006
5 1003 3007 4005 5004 6008 7003 8007 9004 10007 11007 12003
5 1001 3006 4005 5004 6006 7004 8008 9004 10006 11006 12003
6 1006 3006 4005 5005 6007 7005 8005 9006 10007 11006 12003
5 1009 3006 4004 5006 6005 7004 8007 9005 10007 11009 12007
5 1010 3004 4006 5005 6006 7005 8007 9006 10005 11003 12005
5 1004 3007 4004 5007 6005 7004 8005 9004 10006 11007 12006
5 1002 3006 4005 5006 6004 7005 8007 9006 10004 11006 12004
5 1011 3004 4005 5006 6005 7006 8004 9006 10007 11005 12004
6 1014 3005 4006 5006 6007 7006 8004 9005 10003 11003 12009
5 1012 3005 4005 5005 6007 7006 8004 9006 10006 11004 12004
5 1012 3005 4005 5006 6006 7007 8004 9006 10005 11005 12002
6 1006 3006 4005 5005 6007 7005 8005 9007 10006 11006 12002
5 1003 3006 4005 5005 6008 7004 8007 9005 10008 11006 12004
5 1003 3006 4005 5005 6008 7004 8006 9004 10007 11007 12004
5 1011 3004 4005 5006 6006 7006 8004 9006 10007 11004 12005
5 1002 3005 4005 5007 6004 7005 8006 9006 10004 11006 12006
5 1004 3007 4004 5007 6005 7004 8005 9005 10006 11007 12006
6 1005 3006 4004 5006 6003 7006 8004 9007 10006 11003 12005
5 1009 3005 4004 5006 6005 7005 8006 9005 10007 11007 12007
5 1012 3005 4006 5006 6006 7007 8004 9006 10005 11005 12003
5 1004 3007 4004 5007 6005 7004 8005 9005 10006 11007 12007
5 1012 3005 4005 5006 6006 7007 8004 9006 10005 11005 12003
6 1013 3006 4007 5005 6006 7006 8005 9004 10005 11004 12007
6 1008 3003 4005 5006 6004 7008 8004 9004 10004 11006 12007
5 1012 3005 4005 5005 6006 7007 8005 9005 10005 11005 12003
5 1011 3004 4004 5006 6005 7006 8004 9006 10007 11005 12005
6 1007 3006 4006 5005 6005 7006 8003 9006 10005 11001 12008
6 1005 3006 4004 5006 6003 7006 8004 9007 10007 11003 12005
5 1011 3004 4005 5005 6005 7006 8004 9007 10007 11002 12005
6 1007 3006 4006 5005 6005 7006 8004 9005 10004 11002 12008
